"﻿平均氣溫 (攝氏度) - 香港國際機場"
"Mean Temperature (°C) - Hong Kong International Airport"
年/Year,月/Month,日/Day,數值/Value,"數據完整性/data Completeness"
2024,9,3,30.6,C
2024,9,4,30.3,C
2024,9,5,30.3,C
2024,9,6,28.2,C
2024,9,7,29.8,C
2024,9,8,29.1,C
2024,9,9,28.8,C
2024,9,10,30.0,C
2024,9,11,30.3,C
2024,9,12,30.5,C
2024,9,13,30.3,C
2024,9,14,29.5,C
2024,9,15,30.0,C
2024,9,16,29.8,C
2024,9,17,31.9,C
2024,9,18,30.6,C
2024,9,19,31.2,C
2024,9,20,30.3,C
2024,9,21,27.9,C
2024,9,22,27.5,C
2024,9,23,25.3,C
2024,9,24,27.1,C
2024,9,25,29.1,C
2024,9,26,29.4,C
2024,9,27,30.0,C
2024,9,28,30.3,C
2024,9,29,29.6,C
2024,9,30,31.1,C
2024,10,1,31.2,C
2024,10,2,27.3,C
2024,10,3,26.2,C
2024,10,4,26.9,C
2024,10,5,28.1,C
2024,10,6,29.3,C
2024,10,7,29.7,C
2024,10,8,28.5,C
2024,10,9,27.0,C
2024,10,10,27.2,C
2024,10,11,26.6,C
2024,10,12,28.1,C
2024,10,13,28.3,C
2024,10,14,29.0,C
2024,10,15,29.0,C
2024,10,16,29.0,C
2024,10,17,28.7,C
2024,10,18,29.2,C
2024,10,19,29.5,C
2024,10,20,29.1,C
2024,10,21,28.4,C
2024,10,22,28.8,C
2024,10,23,26.0,C
2024,10,24,24.7,C
2024,10,25,26.3,C
2024,10,26,26.3,C
2024,10,27,27.0,C
2024,10,28,25.8,C
2024,10,29,25.3,C
2024,10,30,26.1,C
2024,10,31,26.5,C
2024,11,1,26.9,C
2024,11,2,24.8,C
2024,11,3,25.9,C
2024,11,4,26.6,C
2024,11,5,25.9,C
2024,11,6,25.2,C
2024,11,7,24.4,C
2024,11,8,24.2,C
2024,11,9,26.0,C
2024,11,10,25.2,C
2024,11,11,26.0,C
2024,11,12,26.3,C
2024,11,13,25.1,C
2024,11,14,25.1,C
2024,11,15,25.0,C
2024,11,16,26.1,C
2024,11,17,24.8,C
2024,11,18,25.0,C
2024,11,19,19.5,C
2024,11,20,17.8,C
2024,11,21,19.1,C
2024,11,22,19.6,C
2024,11,23,20.0,C
2024,11,24,20.3,C
2024,11,25,21.8,C
2024,11,26,20.6,C
2024,11,27,19.1,C
2024,11,28,19.7,C
2024,11,29,19.0,C
2024,11,30,19.0,C
2024,12,1,19.9,C
2024,12,2,21.2,C
2024,12,3,22.2,C
2024,12,4,23.3,C
2024,12,5,22.0,C
2024,12,6,21.2,C
2024,12,7,20.3,C
2024,12,8,17.8,C
2024,12,9,18.3,C
2024,12,10,21.4,C
2024,12,11,22.0,C
2024,12,12,19.0,C
2024,12,13,18.1,C
2024,12,14,15.3,C
2024,12,15,14.6,C
2024,12,16,15.9,C
2024,12,17,17.7,C
2024,12,18,19.0,C
2024,12,19,15.6,C
2024,12,20,14.4,C
2024,12,21,16.6,C
2024,12,22,15.8,C
2024,12,23,16.6,C
2024,12,24,17.2,C
2024,12,25,17.2,C
2024,12,26,19.5,C
2024,12,27,19.7,C
2024,12,28,17.2,C
2024,12,29,15.5,C
2024,12,30,17.7,C
2024,12,31,20.1,C
"*** 沒有數據/unavailable"
"# 數據不完整/data incomplete"
"C 數據完整/data Complete"
